YearBuilt,SqFootageFinishedLiving,ADDRESS,ASSESSMENT,LOTSQFT.x
1978,1200,738 ORANGEDALE AVE ,120400,3615.48
1978,1232,736 ORANGEDALE AVE ,122100,3615.48
1978,1232,734 ORANGEDALE AVE ,118500,3615.48
1978,1232,732 ORANGEDALE AVE ,118600,3615.48
1978,1232,730 ORANGEDALE AVE ,119300,3615.48
1978,1484,728 ORANGEDALE AVE ,139800,3615.48
1978,1232,726 ORANGEDALE AVE ,118600,3615.48
1979,1200,724 ORANGEDALE AVE ,118600,3615.48
1978,1232,722 ORANGEDALE AVE ,118600,3615.48
1978,1232,720 ORANGEDALE AVE ,118600,3615.48
1978,1200,718 ORANGEDALE AVE ,98700,3615.48
1978,1232,716 ORANGEDALE AVE ,122100,3615.48
1978,1232,714 ORANGEDALE AVE ,123300,3615.48
1978,1232,712 ORANGEDALE AVE ,120800,4138.2
1979,1232,710 ORANGEDALE AVE ,120500,0
1979,1232,708 ORANGEDALE AVE ,121700,4138.2
1979,1382,706 ORANGEDALE AVE ,121000,3833.28
1979,1232,704 ORANGEDALE AVE ,121000,3789.72
1979,1232,702 ORANGEDALE AVE ,118800,3441.24
1979,1232,700 ORANGEDALE AVE ,123700,4094.64
1979,1232,701 ORANGEDALE AVE ,118800,4704.48
1979,1232,703 ORANGEDALE AVE ,118800,5357.88
1979,1232,705 ORANGEDALE AVE ,118800,4660.92
1979,1232,707 ORANGEDALE AVE ,118800,3615.48
1979,1232,709 ORANGEDALE AVE ,118800,3615.48
NA,NA,709 ORANGEDALE AVE ,118800,3615.48
1979,1232,711 ORANGEDALE AVE ,118800,3659.04
1979,1200,713 ORANGEDALE AVE ,131000,3659.04
1979,1232,715 ORANGEDALE AVE ,121000,3659.04
1978,1232,717 ORANGEDALE AVE ,125200,3833.28
1978,1232,719 ORANGEDALE AVE ,125200,3789.72
1978,1232,721 ORANGEDALE AVE ,124500,3789.72
1978,1232,723 ORANGEDALE AVE ,108200,3789.72
1978,1232,725 ORANGEDALE AVE ,123000,3789.72
1978,1232,727 ORANGEDALE AVE ,118100,3746.16
1978,1112,729 ORANGEDALE AVE ,118100,3746.16
1978,1232,731 ORANGEDALE AVE ,123800,3746.16
1975,1312,733 ORANGEDALE AVE ,120200,3702.6
1975,1312,735 ORANGEDALE AVE ,120200,3702.6
1975,1312,737 ORANGEDALE AVE ,120100,3702.6
1975,1312,739 ORANGEDALE AVE ,120200,3702.6
1975,1528,741 ORANGEDALE AVE ,132900,3659.04
1975,1296,743 ORANGEDALE AVE ,130600,3659.04
1975,1312,745 ORANGEDALE AVE ,122100,3659.04
1975,1312,747 ORANGEDALE AVE ,104000,3659.04
1975,1625,749 ORANGEDALE AVE ,157700,3615.48
1975,1312,751 ORANGEDALE AVE ,118400,3615.48
1975,1312,753 ORANGEDALE AVE ,122200,3615.48
1975,1312,755 ORANGEDALE AVE ,120600,3615.48
1975,1312,757 ORANGEDALE AVE ,119300,3659.04
1975,1312,759 ORANGEDALE AVE ,118400,3659.04
1975,1312,761 ORANGEDALE AVE ,130200,3659.04
1975,1312,763 ORANGEDALE AVE ,128800,0
1979,1232,765 ORANGEDALE AVE ,122800,3659.04
1979,1200,767 ORANGEDALE AVE ,128700,3702.6
1979,1232,769 ORANGEDALE AVE ,118600,0
1979,1232,771 ORANGEDALE AVE ,125500,3702.6
1975,1232,788 PROSPECT AVE ,100500,5096.52
1978,1232,790 PROSPECT AVE ,107400,5140.08
1978,1232,792 PROSPECT AVE ,105800,5009.4
1978,1380,794 PROSPECT AVE ,111500,5009.4
1978,1232,796 PROSPECT AVE ,97300,5009.4
1978,1232,798 PROSPECT AVE ,105200,5009.4
1977,1232,625 BAILEY RD ,113400,0
1977,1232,623 BAILEY RD ,125400,6403.32
1977,1232,621 BAILEY RD ,126500,4356
1977,1232,619 BAILEY RD ,128100,4356
1904,2822,105 UNIVERSITY MNR ,697100,258746.4
NA,NA,0 5TH ST SW ,658200,256568.4
1957,1180,780 PROSPECT AVE ,214300,9278.28
1957,1180,776 PROSPECT AVE ,204100,9278.28
1925,1177,782 PROSPECT AVE ,611000,56018.16
2014,1282,784 PROSPECT AVE ,187300,3049.2
2014,1210,786 PROSPECT AVE ,186000,3049.2
NA,NA, 5TH ST SW ,34800,3920.4
NA,NA,101 ALTO PL ,18400,2787.84
NA,NA,103 ALTO PL ,18400,2482.92
NA,NA,107 ALTO PL ,18400,2439.36
NA,NA,109 ALTO PL ,18400,4922.28
NA,NA,115 ALTO PL ,18400,3354.12
NA,NA,114 ALTO PL ,18400,3920.4
NA,NA,108 ALTO PL ,18400,3876.84
NA,NA,106 ALTO PL ,18400,2003.76
NA,NA,102 ALTO PL ,18400,2003.76
NA,NA,100 ALTO PL ,18400,3179.88
NA,NA,987 5TH ST SW ,18400,4704.48
NA,NA,985 5TH ST SW ,18400,4094.64
NA,NA,983 5TH ST SW ,18400,4051.08
NA,NA,981 5TH ST SW ,18400,6359.76
1925,1606,881 RIDGE ST ,153500,16160.76
1977,1152,879 RIDGE ST ,185500,6403.32
NA,NA,0 RIDGE ST ,48400,6185.52
1954,910,839 RIDGE ST ,171900,23609.52
1964,906,837 RIDGE ST ,193800,10367.28
NA,NA,0 5TH ST SW ,75000,13198.68
1974,598,835 RIDGE ST ,134000,4399.56
1974,598,833 RIDGE ST ,132100,5009.4
1974,598,831 RIDGE ST ,132100,5619.24
1974,598,829 RIDGE ST ,133800,5357.88
1974,598,827 RIDGE ST ,132100,5357.88
1974,598,825 RIDGE ST ,135200,5401.44
1925,697,820 5TH ST SW ,136800,27921.96
1974,598,823 RIDGE ST ,136800,5445
1974,598,821 RIDGE ST ,134000,5488.56
1974,598,819 RIDGE ST ,134000,5488.56
1974,598,817 RIDGE ST ,132100,5488.56
1974,598,815 RIDGE ST ,148100,5314.32
1974,598,813 RIDGE ST ,148100,5227.2
NA,NA,811 RIDGE ST ,46100,7448.76
1974,1152,809 RIDGE ST ,199200,7492.32
NA,NA,0 5TH ST SW ,2300,0
1959,1028,804 5TH ST SW ,175600,10846.44
1962,864,806 5TH ST SW ,151200,16247.88
NA,NA,808 5TH ST SW ,41600,5270.76
NA,NA,0 5TH ST SW ,41600,5140.08
NA,NA,0 5TH ST SW ,41600,5009.4
1925,1399,807 RIDGE ST ,161600,7492.32
1957,887,805 RIDGE ST ,151400,7492.32
1944,700,803 RIDGE ST ,213900,7492.32
1958,1380,801 RIDGE ST ,310200,7492.32
NA,NA,0 5TH ST SW ,30000,5270.76
1964,809,800 5TH ST SW ,128400,5096.52
1965,813,802 5TH ST SW ,157500,10628.64
1925,1699,775 RIDGE ST ,251100,11238.48
1994,1300,761 RIDGE ST ,191600,6054.84
1945,872,102 LINDEN ST ,140400,4268.88
NA,NA,0 RIDGE ST ,13900,2308.68
1925,900,938 5TH ST SW ,125100,3267
1925,991,936 5TH ST SW ,145000,3310.56
1925,969,934 5TH ST SW ,119300,4138.2
1925,2493,103 LINDEN ST ,317500,6534
1925,2964,755 RIDGE ST ,239800,18730.8
1910,924,932 5TH ST SW ,185700,6446.88
1945,840,930 5TH ST SW ,134400,4225.32
1945,980,324 BERRING ST ,98600,2265.12
1925,1064,322 BERRING ST ,183000,2395.8
1925,889,320 BERRING ST ,77700,2221.56
NA,NA,0 BERRING ST ,4600,2134.44
NA,NA,314 BERRING ST ,32500,4835.16
1925,1150,314 BERRING ST ,32500,4835.16
1925,1869,751 RIDGE ST ,194500,11717.64
1925,1386,721 RIDGE ST ,179500,15463.8
NA,NA,0 5TH ST SW ,27700,4878.72
NA,NA,717 LAFAYETTE ST ,18500,2482.92
NA,NA,715 LAFAYETTE ST ,16100,1916.64
NA,NA,713 LAFAYETTE ST ,16100,2134.44
NA,NA,711 LAFAYETTE ST ,16100,2134.44
1934,1172,709 LAFAYETTE ST ,104900,2700.72
1945,2823,719 RIDGE ST ,216700,5706.36
1994,2112,715 RIDGE ST ,256300,9016.92
1999,1114,730 5TH ST SW ,186600,13590.72
1923,1704,709 RIDGE ST ,221200,6011.28
1945,1803,705 RIDGE ST ,232100,6011.28
1981,1008,724 5TH ST SW ,148300,18469.44
1925,2092,701 RIDGE ST ,409700,9670.32
1900,3944,702 RIDGE ST ,630800,36154.8
1925,2905,710 RIDGE ST ,249600,17641.8
1945,2262,712 RIDGE ST ,228000,11238.48
NA,NA,0 BURNET WAY ,0,0
2013,1980,100 BURNET WAY ,464500,2744.28
2015,1760,118 BURNET WAY ,421300,0
2014,1280,120 BURNET WAY ,204700,0
2014,1483,122 BURNET WAY ,221600,0
2015,1881,124 BURNET WAY ,631800,0
2014,1076,119 BURNET WAY ,242800,1437.48
2015,1892,100 SOMESSO CT ,397300,0
2014,1760,102 SOMESSO CT ,427300,0
2015,1728,104 SOMESSO CT ,421500,0
2014,2550,106 SOMESSO CT ,567300,0
2014,1548,108 SOMESSO CT ,478200,0
2013,1760,102 BURNET WAY ,424100,0
2015,1778,101 ROADES CT ,347500,0
2015,1778,103 ROADES CT ,350400,0
2015,1778,105 ROADES CT ,334500,0
2015,1778,107 ROADES CT ,340100,0
2015,1778,113 ROADES CT ,350000,0
2015,1778,115 ROADES CT ,334500,0
2015,1778,117 ROADES CT ,350000,0
2015,1778,119 ROADES CT ,342100,0
2015,1778,121 ROADES CT ,287800,2744.28
2016,1686,128 PENICK CT ,470700,0
2015,1728,104 BURNET WAY ,321500,2962.08
2015,1483,126 PENICK CT ,232400,0
2015,1320,124 PENICK CT ,215700,0
2015,1483,122 PENICK CT ,232400,0
2016,1190,120 PENICK CT ,377800,0
2016,1190,118 PENICK CT ,369000,0
2014,1483,116 PENICK CT ,230600,0
2015,1320,114 PENICK CT ,219600,0
2015,1778,115 PENICK CT ,370100,0
2015,1778,117 PENICK CT ,364600,0
NA,NA,119 PENICK CT ,364600,0
2015,1778,119 PENICK CT ,364600,0
2014,2625,106 BURNET WAY ,333300,3746.16
2015,1778,121 PENICK CT ,370100,0
2015,1743,108 BURNET WAY ,374000,3789.72
2016,1180,110 BURNET WAY ,332800,0
2015,1760,112 BURNET WAY ,423700,0
2015,1792,114 BURNET WAY ,460800,0
2015,2130,116 BURNET WAY ,415300,0
1954,1100,213 LANKFORD AVE ,153400,11238.48
1948,1528,217 LANKFORD AVE ,169200,5140.08
2015,1960,219 LANKFORD AVE ,298400,5052.96
1945,1078,221 LANKFORD AVE ,136800,5140.08
1925,1084,223 LANKFORD AVE ,132600,7013.16
1954,776,225 LANKFORD AVE ,119800,7535.88
2010,2285,229 LANKFORD AVE ,517800,4878.72
NA,NA,0 RIDGE ST ,41600,4225.32
NA,NA,0 RIDGE ST ,21000,2308.68
1955,1200,226 LANKFORD AVE ,163100,5706.36
2002,1392,224 LANKFORD AVE ,224800,4748.04
1945,1624,222 LANKFORD AVE ,157400,6751.8
2013,1900,218 LANKFORD AVE ,286700,6403.32
1925,1904,754 RIDGE ST ,212400,37810.08
1925,2383,764 RIDGE ST ,185500,7100.28
1925,2080,768 RIDGE ST ,461500,34978.68
1925,1422,772 RIDGE ST ,183300,6359.76
1925,1108,774 RIDGE ST ,128200,5009.4
2013,2276,776 RIDGE ST ,428900,9888.12
1964,1400,237 HARTMAN'S MILL RD ,163300,6316.2
1945,1022,235 HARTMAN'S MILL RD ,145300,12632.4
1970,998,233 HARTMAN'S MILL RD ,215200,16335
1959,1027,238 HARTMAN'S MILL RD ,186600,14287.68
1945,1576,240 HARTMAN'S MILL RD ,165100,8232.84
1973,1562,800 RIDGE ST ,154600,5837.04
1973,1562,802 RIDGE ST ,190400,4225.32
1974,1294,804 RIDGE ST ,138100,3876.84
1974,1294,806 RIDGE ST ,143100,3659.04
1963,1052,242 HARTMAN'S MILL RD ,175100,10149.48
1994,1200,808 RIDGE ST ,173700,3833.28
1974,1462,810 RIDGE ST ,151500,7623
1974,1294,812 RIDGE ST ,145000,7579.44
1920,1715,814-816 RIDGE ST ,161400,11935.44
1920,1440,818-820 RIDGE ST ,169700,19776.24
1930,1316,822 RIDGE ST ,172700,5749.92
1979,1012,824 RIDGE ST ,172500,14461.92
1974,992,828 RIDGE ST ,153200,11194.92
1981,960,830 RIDGE ST ,182600,11761.2
1920,1770,832 RIDGE ST ,267600,24001.56
NA,NA,834 RIDGE ST ,46100,8712
NA,NA,0 RIDGE ST ,46100,13721.4
1920,1436,836 RIDGE ST ,134300,16639.92
1959,1056,838 RIDGE ST ,203100,13068
1974,995,804 RAYMOND RD ,143900,6098.4
1974,995,806 RAYMOND RD ,153200,6098.4
1974,1152,808 RAYMOND RD ,183000,7056.72
1930,1552,878 RIDGE ST ,204100,7187.4
2000,1200,880 RIDGE ST ,200800,4748.04
1920,1572,884 RIDGE ST ,168700,5227.2
1920,1396,805 RAYMOND RD ,269200,8712
NA,NA,0 RAYMOND RD ,5900,3789.72
1978,1232,617 BAILEY RD ,122200,8232.84
1978,1232,615 BAILEY RD ,123700,8145.72
1977,1232,613 BAILEY RD ,122200,8102.16
1977,1232,611 BAILEY RD ,127300,8015.04
1978,1232,609 BAILEY RD ,130500,7884.36
1978,1232,607 BAILEY RD ,127300,7579.44
1979,1232,605 BAILEY RD ,121700,7710.12
1979,1232,603 BAILEY RD ,121700,6969.6
1980,1200,601 BAILEY RD ,123900,10585.08
1980,1200,599 BAILEY RD ,123900,5009.4
1980,1200,999 5TH ST SW ,120600,17990.28
1980,1232,997 5TH ST SW ,116500,2874.96
1980,1232,995 5TH ST SW ,116500,2874.96
1980,1232,993 5TH ST SW ,116500,4443.12
1981,1370,620 7 1/2 ST SW ,139000,4138.2
1981,1370,622 7 1/2 ST SW ,129100,3789.72
1981,1340,624 7 1/2 ST SW ,166600,3659.04
1981,1340,626 7 1/2 ST SW ,166000,3615.48
1980,2274,628 7 1/2 ST SW A&B,232700,7318.08
1980,2340,630 7 1/2 ST SW ,232700,7230.96
1980,1308,632 PROSPECT AVE ,95800,3659.04
1980,1308,634 PROSPECT AVE ,95800,4660.92
1981,1044,700-A PROSPECT AVE ,100000,4704.48
1981,1468,700-B PROSPECT AVE ,95100,4356
NA,NA,0 5TH ST SW ,138400,108812.88
1963,1736,909 RIDGE ST ,352100,18164.52
1964,1354,911 RIDGE ST ,231300,9016.92
1964,1440,913 RIDGE ST ,236600,9016.92
1961,1064,1001 RIDGE ST ,209100,9016.92
1963,1128,1003 RIDGE ST ,214300,9016.92
1963,1270,1005 RIDGE ST ,227700,9016.92
1970,994,1007 RIDGE ST ,197800,9016.92
1963,1003,1009 RIDGE ST ,197500,9016.92
1962,1337,1011 RIDGE ST ,209700,9844.56
1961,1076,1013 RIDGE ST ,185300,9844.56
1959,1008,908 RIDGE ST ,168700,10018.8
1959,1008,910 RIDGE ST ,162300,9191.16
1959,1008,912 RIDGE ST ,175500,9104.04
1981,960,229 BROOKWOOD DR ,163200,8407.08
1981,960,227 BROOKWOOD DR ,167100,10890
1981,1152,815 RAYMOND RD ,189000,9278.28
1958,1008,228 BROOKWOOD DR ,197600,8407.08
1958,1008,230 BROOKWOOD DR ,165600,6011.28
1958,1422,1000 RIDGE ST ,186600,7492.32
1958,1327,1004 RIDGE ST ,199200,6795.36
1958,1008,1006 RIDGE ST ,178900,7971.48
1958,1380,1008 RIDGE ST ,212200,7361.64
1959,1010,1010 RIDGE ST ,182500,7710.12
1959,1791,1012 RIDGE ST ,308500,8102.16
1922,2722,922 RAYMOND RD ,188900,39247.56
2009,2022,932 RAYMOND RD ,520100,50311.8
1998,800,924 RAYMOND RD ,150600,18164.52
1920,1792,926 RAYMOND RD ,173400,11979
NA,NA,0 RAYMOND RD ,48100,32626.44
NA,NA,0 5TH ST SW ,0,0
NA,NA,0 5TH ST SW ,0,0
NA,NA,0 5TH ST SW ,0,134687.52
NA,NA,0 5TH ST SW ,0,3815.856
0,0,0 5TH ST SW ,0,3815.856
NA,NA,0 5TH ST SW ,0,6124.536
0,0,0 5TH ST SW ,0,6124.536
1940,1080,612 HARRIS RD ,152000,47916
1978,1260,100 SHALE PL ,278700,0
1979,936,102 SHALE PL ,285300,0
1979,936,104 SHALE PL ,291400,0
1979,1440,106 SHALE PL ,262900,0
1979,1080,108 SHALE PL ,277300,0
1979,1104,109 SHALE PL ,278600,0
1978,1080,107 SHALE PL ,282900,0
1979,1176,105 SHALE PL ,319200,0
1979,936,103 SHALE PL ,280000,0
1979,936,101 SHALE PL ,299500,0
1978,1068,100 GRIMES PL ,273700,0
1978,1168,102 GRIMES PL ,332800,0
1978,1080,104 GRIMES PL ,281100,0
1979,1106,106 GRIMES PL ,264000,0
1978,2431,105 GRIMES PL ,359000,0
1978,1080,103 GRIMES PL ,274500,0
1978,1080,101 GRIMES PL ,282200,0
1978,1120,101 LEIGH PL ,239400,0
1978,936,103 LEIGH PL ,290000,0
1978,1128,105 LEIGH PL ,279000,0
1978,1080,107 LEIGH PL ,307200,0
1978,1260,106 LEIGH PL ,308500,0
1978,1195,104 LEIGH PL ,325900,0
1978,936,102 LEIGH PL ,288800,0
1979,936,100 LEIGH PL ,293000,0
1979,1642,619 HARRIS RD ,409300,0
1980,1260,621 HARRIS RD ,330800,0
1980,1260,102 SLATE PL ,337000,0
1980,1200,104 SLATE PL ,269100,0
1979,1080,103 SLATE PL ,278300,0
1979,936,633 HARRIS RD ,296300,0
1979,936,635 HARRIS RD ,290700,0
1979,1140,637 HARRIS RD ,288000,0
1980,1200,639 HARRIS RD ,286700,0
1980,960,641 HARRIS RD ,309800,0
1979,936,643 HARRIS RD ,290900,0
1979,1080,101 LIDE PL ,273200,0
1978,1080,103 LIDE PL ,283800,0
1979,1176,105 LIDE PL ,333700,0
1980,1365,107 LIDE PL ,355300,0
1979,936,109 LIDE PL ,296400,0
1980,1195,110 LIDE PL ,327000,0
1980,1440,108 LIDE PL ,308400,0
1980,1120,106 LIDE PL ,325300,0
1979,1080,104 LIDE PL ,273900,0
1979,936,102 LIDE PL ,295500,0
1979,1080,100 LIDE PL ,276500,0
2005,1848,901 RAYMOND RD ,332800,7535.88
2005,1848,903 RAYMOND RD ,345500,7100.28
2005,1848,905 RAYMOND RD ,345500,6403.32
2005,2252,907 RAYMOND RD ,357500,6229.08
2005,2226,909 RAYMOND RD ,386300,6229.08
2005,2252,911 RAYMOND RD ,410900,6229.08
2005,2262,913 RAYMOND RD ,451900,6229.08
2005,1848,917 RAYMOND RD ,439300,6229.08
2005,2252,919 RAYMOND RD ,410900,6229.08
2005,1848,921 RAYMOND RD ,314800,6141.96
2005,2252,923 RAYMOND RD ,410900,6141.96
2005,1848,925 RAYMOND RD ,422900,6141.96
2005,2252,927 RAYMOND RD ,458400,6316.2
2005,1848,929 RAYMOND RD ,401200,6229.08
2005,2252,931 RAYMOND RD ,410900,6229.08
2010,1824,933 RAYMOND RD ,391700,4312.44
2008,1852,948 RAYMOND RD ,406700,6054.84
2008,2348,946 RAYMOND RD ,435800,9147.6
2007,2358,944 RAYMOND RD ,432500,10149.48
2007,2358,942 RAYMOND RD ,402100,5227.2
2008,1534,940 RAYMOND RD ,357500,3484.8
2008,2198,938 RAYMOND RD ,393100,3267
2008,1584,936 RAYMOND RD ,390800,3267
2008,2044,934 RAYMOND RD ,369900,3789.72
2008,2484,935 RAYMOND RD ,485300,3310.56
2009,1980,937 RAYMOND RD ,403700,3179.88
2009,1731,939 RAYMOND RD ,388500,3354.12
2008,1986,941 RAYMOND RD ,425300,3354.12
2008,2073,943 RAYMOND RD ,363700,4878.72
2008,1693,945 RAYMOND RD ,387900,5140.08
2008,1852,947 RAYMOND RD ,370400,4094.64
2008,1534,949 RAYMOND RD ,343300,4835.16
2006,2367,217 BROOKWOOD DR ,362300,5793.48
2006,2053,215 BROOKWOOD DR ,317300,3615.48
2006,2053,213 BROOKWOOD DR ,337900,3920.4
2006,2367,211 BROOKWOOD DR ,363300,4138.2
2007,2367,209 BROOKWOOD DR ,343800,4965.84
2007,2053,207 BROOKWOOD DR ,329100,3876.84
2007,2367,205 BROOKWOOD DR ,354500,4094.64
2007,2053,203 BROOKWOOD DR ,332500,3833.28
2007,2319,201 BROOKWOOD DR ,372600,5575.68
2007,2367,199 BROOKWOOD DR ,353600,4835.16
2007,2037,197 BROOKWOOD DR ,312900,3484.8
2007,2367,195 BROOKWOOD DR ,307900,3702.6
2007,2175,193 BROOKWOOD DR ,333900,4878.72
2007,2367,191 BROOKWOOD DR ,353600,3789.72
2007,2044,189 BROOKWOOD DR ,334000,2962.08
2007,2367,187 BROOKWOOD DR ,357100,3397.68
2007,2399,185 BROOKWOOD DR ,363000,4225.32
2007,1606,198 BROOKWOOD DR ,320100,4356
2007,2490,196 BROOKWOOD DR ,416400,3615.48
2007,1852,194 BROOKWOOD DR ,412500,3484.8
2007,2436,192 BROOKWOOD DR ,428700,3963.96
2008,2352,190 BROOKWOOD DR ,402200,4268.88
2008,2538,188 BROOKWOOD DR ,392600,5532.12
2008,1620,186 BROOKWOOD DR ,322200,6751.8
2008,2534,184 BROOKWOOD DR ,467700,6141.96
2008,1622,182 BROOKWOOD DR ,330500,5227.2
2008,2248,180 BROOKWOOD DR ,380600,4835.16
2008,1511,178 BROOKWOOD DR ,341600,5532.12
2007,2358,176 BROOKWOOD DR ,412100,5924.16
2007,2394,174 BROOKWOOD DR ,418700,5314.32
2007,2308,172 BROOKWOOD DR ,403700,6229.08
2007,2294,170 BROOKWOOD DR ,320300,3963.96
2007,1984,168 BROOKWOOD DR ,309000,2221.56
2007,1988,166 BROOKWOOD DR ,269200,1742.4
2007,1988,164 BROOKWOOD DR ,304800,1655.28
2007,1993,162 BROOKWOOD DR ,309200,1655.28
2007,2160,160 BROOKWOOD DR ,329100,2221.56
2008,1440,158 BROOKWOOD DR ,252300,1785.96
2008,1440,156 BROOKWOOD DR ,250000,1437.48
2008,1440,154 BROOKWOOD DR ,251900,1437.48
2008,1488,152 BROOKWOOD DR ,256900,1785.96
2009,1440,150 BROOKWOOD DR ,256800,1785.96
2009,1440,148 BROOKWOOD DR ,255100,1437.48
2009,1552,173 BROOKWOOD DR ,270300,2134.44
2009,1600,171 BROOKWOOD DR ,243700,1481.04
2009,1600,169 BROOKWOOD DR ,242300,1524.6
2009,1536,167 BROOKWOOD DR ,237800,1524.6
2009,1600,165 BROOKWOOD DR ,274700,1873.08
2009,1600,163 BROOKWOOD DR ,240300,1829.52
2009,1600,161 BROOKWOOD DR ,243700,1481.04
2009,1600,159 BROOKWOOD DR ,242300,1437.48
2009,1600,157 BROOKWOOD DR ,245100,1481.04
2009,1614,155 BROOKWOOD DR ,277200,2090.88
2009,1624,153 BROOKWOOD DR ,245500,2134.44
2009,1536,151 BROOKWOOD DR ,268000,1350.36
2009,1536,149 BROOKWOOD DR ,237000,1393.92
2009,1536,147 BROOKWOOD DR ,236000,1568.16
2009,1624,145 BROOKWOOD DR ,277300,2265.12
2009,1536,143 BROOKWOOD DR ,268700,2613.6
2009,1536,141 BROOKWOOD DR ,269000,2047.32
2009,1536,139 BROOKWOOD DR ,237300,2047.32
2009,1536,137 BROOKWOOD DR ,236900,1873.08
2009,1592,135 BROOKWOOD DR ,246300,5357.88
2009,1704,1021 RIDGE ST ,299700,8624.88
2009,1920,1017 RIDGE ST ,359400,11369.16
2009,1440,146 BROOKWOOD DR ,226600,1524.6
2009,1440,144 BROOKWOOD DR ,226600,2090.88
2009,1424,1052 5TH ST SW ,184100,3005.64
2009,1424,1050 5TH ST SW ,184100,1393.92
2009,1424,1048 5TH ST SW ,184100,1393.92
2009,1424,1046 5TH ST SW ,184100,1393.92
2009,1424,1044 5TH ST SW ,184100,2221.56
1871,2709,214 LANKFORD AVE ,591700,32670
1920,1215,208 LANKFORD AVE ,166100,11979
1920,631,210 LANKFORD AVE ,96600,14984.64
1948,1151,204 LANKFORD AVE ,160100,10236.6
2012,1490,202 LANKFORD AVE ,300400,10454.4
2012,1490,200 LANKFORD AVE ,300400,10933.56
1968,960,120 LANKFORD AVE ,245100,16596.36
1920,815,118 LANKFORD AVE ,160100,16639.92
1920,1412,116 LANKFORD AVE ,176200,22912.56
1955,869,108 LANKFORD AVE ,322600,41294.88
1961,722,108 LANKFORD AVE ,322600,41294.88
1930,1619,108 LANKFORD AVE ,322600,41294.88
1930,2388,106 LANKFORD AVE ,181500,14897.52
1930,1068,104 LANKFORD AVE ,102400,9365.4
1930,864,102 LANKFORD AVE ,112000,9234.72
1930,828,100 LANKFORD AVE ,129100,5793.48
NA,NA, 1ST ST S ,49500,9321.84
NA,NA,205 HARTMAN'S MILL RD ,67100,26266.68
NA,NA,207 HARTMAN'S MILL RD ,67100,24306.48
1968,1075,211 HARTMAN'S MILL RD ,221700,22825.44
1920,1727,213 HARTMAN'S MILL RD ,164000,21213.72
1930,1094,215 HARTMAN'S MILL RD ,175900,21867.12
1964,1040,219 HARTMAN'S MILL RD ,275800,20211.84
1920,793,225 HARTMAN'S MILL RD ,155700,20821.68
1920,2735,227 HARTMAN'S MILL RD ,215400,27486.36
1942,1106,231 HARTMAN'S MILL RD ,177300,16117.2
1930,1200,236 HARTMAN'S MILL RD ,155800,10410.84
1920,757,234 HARTMAN'S MILL RD ,111600,10367.28
1978,1161,232 HARTMAN'S MILL RD ,252700,14026.32
1949,928,230 HARTMAN'S MILL RD ,176300,13460.04
1920,1794,228 HARTMAN'S MILL RD ,147800,11804.76
1950,954,226 HARTMAN'S MILL RD ,181900,13111.56
1975,1056,224 HARTMAN'S MILL RD ,200100,30448.44
1920,1151,220 HARTMAN'S MILL RD ,176900,15289.56
1930,1216,214-216 HARTMAN'S MILL RD ,138600,59807.88
NA,NA,210-212 HARTMAN'S MILL RD ,48400,13634.28
1920,1809,208 HARTMAN'S MILL RD ,106800,15376.68
1825,1655,204 HARTMAN'S MILL RD ,397600,142876.8
1825,491,204 HARTMAN'S MILL RD ,397600,142876.8
1975,972,206 HARTMAN'S MILL RD ,194600,8276.4
1976,1037,202 HARTMAN'S MILL RD ,193900,8450.64
1976,960,200 HARTMAN'S MILL RD ,169900,9104.04
1977,864,116 HARTMAN'S MILL RD ,186800,9365.4
1978,960,114 HARTMAN'S MILL RD ,152800,8537.76
2004,1602,112 HARTMAN'S MILL RD ,250400,28749.6
1996,1144,110 HARTMAN'S MILL RD ,190900,9844.56
1921,1224,108 HARTMAN'S MILL RD ,255800,42993.72
1950,611,104-106 HARTMAN'S MILL RD ,180800,9757.44
1940,597,104-106 HARTMAN'S MILL RD ,180800,9757.44
1910,1760,104-106 HARTMAN'S MILL RD ,180800,9757.44
2006,1282,100 ROY'S PL ,324500,2831.4
2006,1524,118 ROY'S PL ,340300,2526.48
2007,1778,120 ROY'S PL ,370900,4007.52
2007,1768,121 ROY'S PL ,344800,4094.64
NA,NA,123 ROY'S PL ,50100,2308.68
NA,NA,125 ROY'S PL ,50100,2308.68
2006,1588,127 ROY'S PL ,336700,3223.44
2006,1594,128 ROY'S PL ,309000,2613.6
2009,1736,130 ROY'S PL ,309100,2352.24
2009,1528,132 ROY'S PL ,309100,3049.2
2006,1360,102 ROY'S PL ,254500,2439.36
2006,1524,104 ROY'S PL ,340100,2439.36
2006,1282,106 ROY'S PL ,324500,2439.36
2006,1524,108 ROY'S PL ,330800,2744.28
2006,1360,110 ROY'S PL ,258000,2787.84
2009,1596,112 ROY'S PL ,313700,2787.84
2007,1516,114 ROY'S PL ,298400,2787.84
2006,1560,116 ROY'S PL ,324600,2439.36
1950,486,102 HARTMAN'S MILL RD ,102600,5967.72
NA,NA,0 ROY'S PL ,1300,20386.08
NA,NA,100 HARTMAN'S MILL RD ,41600,4704.48
NA,NA,0 BAYLOR LN ,136600,50834.52
2018,2050,162 BAYLOR LN ,78900,6054.84
2017,1855,141 BAYLOR LN ,66700,6359.76
2010,2198,164 BAYLOR LN ,398100,6882.48
2008,1940,166 BAYLOR LN ,450000,6838.92
